fault_type,fault_name,rpm,severity,duration,fs,n_samples,sample_id,filename,split,sub_type
0,Normal,1732.2516641775758,0.0,1.0,12000.0,12000,fault0_0000,fault0_0000.csv,test,
0,Normal,1925.2767285781588,0.0,1.0,12000.0,12000,fault0_0001,fault0_0001.csv,train,
0,Normal,1614.2500658389156,0.0,1.0,12000.0,12000,fault0_0002,fault0_0002.csv,train,
0,Normal,1561.3651505708276,0.0,1.0,12000.0,12000,fault0_0003,fault0_0003.csv,test,
0,Normal,1854.6021063413325,0.0,1.0,12000.0,12000,fault0_0004,fault0_0004.csv,val,
0,Normal,1541.1156269197334,0.0,1.0,12000.0,12000,fault0_0005,fault0_0005.csv,test,
0,Normal,1979.5190260322274,0.0,1.0,12000.0,12000,fault0_0006,fault0_0006.csv,train,
0,Normal,1628.1854822918344,0.0,1.0,12000.0,12000,fault0_0007,fault0_0007.csv,train,
0,Normal,1694.2908111981503,0.0,1.0,12000.0,12000,fault0_0008,fault0_0008.csv,train,
0,Normal,1763.2503100667425,0.0,1.0,12000.0,12000,fault0_0009,fault0_0009.csv,train,
0,Normal,1860.400563150085,0.0,1.0,12000.0,12000,fault0_0010,fault0_0010.csv,train,
0,Normal,1687.7581102090178,0.0,1.0,12000.0,12000,fault0_0011,fault0_0011.csv,train,
0,Normal,1776.2777914771993,0.0,1.0,12000.0,12000,fault0_0012,fault0_0012.csv,val,
0,Normal,1637.8238423655143,0.0,1.0,12000.0,12000,fault0_0013,fault0_0013.csv,train,
0,Normal,1849.903867185503,0.0,1.0,12000.0,12000,fault0_0014,fault0_0014.csv,train,
0,Normal,1858.0742200267769,0.0,1.0,12000.0,12000,fault0_0015,fault0_0015.csv,train,
0,Normal,1565.1278602120508,0.0,1.0,12000.0,12000,fault0_0016,fault0_0016.csv,test,
0,Normal,2051.441297860262,0.0,1.0,12000.0,12000,fault0_0017,fault0_0017.csv,val,
0,Normal,1694.49143535362,0.0,1.0,12000.0,12000,fault0_0018,fault0_0018.csv,train,
0,Normal,1899.4858343165645,0.0,1.0,12000.0,12000,fault0_0019,fault0_0019.csv,train,
0,Normal,1595.9006468161804,0.0,1.0,12000.0,12000,fault0_0020,fault0_0020.csv,train,
0,Normal,1548.569801402218,0.0,1.0,12000.0,12000,fault0_0021,fault0_0021.csv,test,
0,Normal,1669.741190064009,0.0,1.0,12000.0,12000,fault0_0022,fault0_0022.csv,train,
0,Normal,1698.3239810882817,0.0,1.0,12000.0,12000,fault0_0023,fault0_0023.csv,train,
0,Normal,1825.2235508453712,0.0,1.0,12000.0,12000,fault0_0024,fault0_0024.csv,train,
0,Normal,2053.5756989928614,0.0,1.0,12000.0,12000,fault0_0025,fault0_0025.csv,val,
0,Normal,2037.3294284446617,0.0,1.0,12000.0,12000,fault0_0026,fault0_0026.csv,test,
0,Normal,1852.8659885579857,0.0,1.0,12000.0,12000,fault0_0027,fault0_0027.csv,test,
0,Normal,1577.7859511080364,0.0,1.0,12000.0,12000,fault0_0028,fault0_0028.csv,train,
0,Normal,1554.4227360116904,0.0,1.0,12000.0,12000,fault0_0029,fault0_0029.csv,train,
0,Normal,1739.88573643232,0.0,1.0,12000.0,12000,fault0_0030,fault0_0030.csv,train,
0,Normal,1977.5182549420417,0.0,1.0,12000.0,12000,fault0_0031,fault0_0031.csv,train,
0,Normal,1681.7046352311854,0.0,1.0,12000.0,12000,fault0_0032,fault0_0032.csv,train,
0,Normal,1606.0990814863717,0.0,1.0,12000.0,12000,fault0_0033,fault0_0033.csv,val,
0,Normal,1570.2573475870763,0.0,1.0,12000.0,12000,fault0_0034,fault0_0034.csv,test,
0,Normal,1947.012175420195,0.0,1.0,12000.0,12000,fault0_0035,fault0_0035.csv,train,
0,Normal,1532.9819432467452,0.0,1.0,12000.0,12000,fault0_0036,fault0_0036.csv,val,
0,Normal,1911.7029656777129,0.0,1.0,12000.0,12000,fault0_0037,fault0_0037.csv,val,
0,Normal,1946.4859872104107,0.0,1.0,12000.0,12000,fault0_0038,fault0_0038.csv,train,
0,Normal,1723.571493413907,0.0,1.0,12000.0,12000,fault0_0039,fault0_0039.csv,train,
0,Normal,1996.0758499728204,0.0,1.0,12000.0,12000,fault0_0040,fault0_0040.csv,train,
0,Normal,1708.6849334204305,0.0,1.0,12000.0,12000,fault0_0041,fault0_0041.csv,train,
0,Normal,1697.9304537264577,0.0,1.0,12000.0,12000,fault0_0042,fault0_0042.csv,train,
0,Normal,1923.9873363025542,0.0,1.0,12000.0,12000,fault0_0043,fault0_0043.csv,train,
0,Normal,2009.094880991216,0.0,1.0,12000.0,12000,fault0_0044,fault0_0044.csv,train,
0,Normal,1594.5808928066829,0.0,1.0,12000.0,12000,fault0_0045,fault0_0045.csv,val,
0,Normal,1940.8239262531242,0.0,1.0,12000.0,12000,fault0_0046,fault0_0046.csv,train,
0,Normal,1946.3222771754627,0.0,1.0,12000.0,12000,fault0_0047,fault0_0047.csv,train,
0,Normal,1812.2757278662766,0.0,1.0,12000.0,12000,fault0_0048,fault0_0048.csv,train,
0,Normal,1543.7263284418113,0.0,1.0,12000.0,12000,fault0_0049,fault0_0049.csv,train,
0,Normal,1546.9717602708365,0.0,1.0,12000.0,12000,fault0_0050,fault0_0050.csv,train,
0,Normal,1699.7522297812163,0.0,1.0,12000.0,12000,fault0_0051,fault0_0051.csv,train,
0,Normal,2020.0858959200903,0.0,1.0,12000.0,12000,fault0_0052,fault0_0052.csv,train,
0,Normal,1751.60677843924,0.0,1.0,12000.0,12000,fault0_0053,fault0_0053.csv,val,
0,Normal,1653.551009365476,0.0,1.0,12000.0,12000,fault0_0054,fault0_0054.csv,train,
0,Normal,1686.4657845734346,0.0,1.0,12000.0,12000,fault0_0055,fault0_0055.csv,train,
0,Normal,2032.0367322649893,0.0,1.0,12000.0,12000,fault0_0056,fault0_0056.csv,val,
0,Normal,1872.0380285156286,0.0,1.0,12000.0,12000,fault0_0057,fault0_0057.csv,test,
0,Normal,1963.9829215255218,0.0,1.0,12000.0,12000,fault0_0058,fault0_0058.csv,train,
0,Normal,2011.9818591845876,0.0,1.0,12000.0,12000,fault0_0059,fault0_0059.csv,train,
0,Normal,1966.0176837885938,0.0,1.0,12000.0,12000,fault0_0060,fault0_0060.csv,test,
0,Normal,1701.7218764848064,0.0,1.0,12000.0,12000,fault0_0061,fault0_0061.csv,train,
0,Normal,1653.0849877726484,0.0,1.0,12000.0,12000,fault0_0062,fault0_0062.csv,train,
0,Normal,1971.727973598146,0.0,1.0,12000.0,12000,fault0_0063,fault0_0063.csv,test,
0,Normal,1533.754150486843,0.0,1.0,12000.0,12000,fault0_0064,fault0_0064.csv,train,
0,Normal,1755.4019417003406,0.0,1.0,12000.0,12000,fault0_0065,fault0_0065.csv,train,
0,Normal,1594.7272983601888,0.0,1.0,12000.0,12000,fault0_0066,fault0_0066.csv,train,
0,Normal,2039.1712401127602,0.0,1.0,12000.0,12000,fault0_0067,fault0_0067.csv,train,
0,Normal,1810.1469357414176,0.0,1.0,12000.0,12000,fault0_0068,fault0_0068.csv,val,
0,Normal,1726.3599852848188,0.0,1.0,12000.0,12000,fault0_0069,fault0_0069.csv,test,
0,Normal,2049.7215392687403,0.0,1.0,12000.0,12000,fault0_0070,fault0_0070.csv,train,
0,Normal,1798.514193181888,0.0,1.0,12000.0,12000,fault0_0071,fault0_0071.csv,train,
0,Normal,1683.8138669638324,0.0,1.0,12000.0,12000,fault0_0072,fault0_0072.csv,train,
0,Normal,1859.1647403491443,0.0,1.0,12000.0,12000,fault0_0073,fault0_0073.csv,train,
0,Normal,1557.7985256749942,0.0,1.0,12000.0,12000,fault0_0074,fault0_0074.csv,train,
0,Normal,2020.463578421993,0.0,1.0,12000.0,12000,fault0_0075,fault0_0075.csv,train,
0,Normal,1608.2432309292606,0.0,1.0,12000.0,12000,fault0_0076,fault0_0076.csv,train,
0,Normal,2062.2512452197243,0.0,1.0,12000.0,12000,fault0_0077,fault0_0077.csv,train,
0,Normal,1892.9531955991743,0.0,1.0,12000.0,12000,fault0_0078,fault0_0078.csv,val,
0,Normal,1658.3242737558958,0.0,1.0,12000.0,12000,fault0_0079,fault0_0079.csv,val,
0,Normal,1728.6028916683965,0.0,1.0,12000.0,12000,fault0_0080,fault0_0080.csv,train,
0,Normal,1872.106043810883,0.0,1.0,12000.0,12000,fault0_0081,fault0_0081.csv,train,
0,Normal,1578.7564758293806,0.0,1.0,12000.0,12000,fault0_0082,fault0_0082.csv,val,
0,Normal,1703.2212350847374,0.0,1.0,12000.0,12000,fault0_0083,fault0_0083.csv,train,
0,Normal,1552.0185764395724,0.0,1.0,12000.0,12000,fault0_0084,fault0_0084.csv,train,
0,Normal,1895.8847553948326,0.0,1.0,12000.0,12000,fault0_0085,fault0_0085.csv,train,
0,Normal,1806.5302514816115,0.0,1.0,12000.0,12000,fault0_0086,fault0_0086.csv,train,
0,Normal,1878.393306821103,0.0,1.0,12000.0,12000,fault0_0087,fault0_0087.csv,train,
0,Normal,1903.1063785753315,0.0,1.0,12000.0,12000,fault0_0088,fault0_0088.csv,train,
0,Normal,2035.8341939178365,0.0,1.0,12000.0,12000,fault0_0089,fault0_0089.csv,train,
0,Normal,1714.1758295671395,0.0,1.0,12000.0,12000,fault0_0090,fault0_0090.csv,train,
0,Normal,2029.3345538704236,0.0,1.0,12000.0,12000,fault0_0091,fault0_0091.csv,test,
0,Normal,1669.288478966184,0.0,1.0,12000.0,12000,fault0_0092,fault0_0092.csv,train,
0,Normal,1971.2999881086564,0.0,1.0,12000.0,12000,fault0_0093,fault0_0093.csv,train,
0,Normal,1816.0113123122435,0.0,1.0,12000.0,12000,fault0_0094,fault0_0094.csv,train,
0,Normal,1580.2754946151856,0.0,1.0,12000.0,12000,fault0_0095,fault0_0095.csv,test,
0,Normal,2016.2257508681985,0.0,1.0,12000.0,12000,fault0_0096,fault0_0096.csv,train,
0,Normal,1713.0760871662983,0.0,1.0,12000.0,12000,fault0_0097,fault0_0097.csv,train,
0,Normal,1922.016066589929,0.0,1.0,12000.0,12000,fault0_0098,fault0_0098.csv,test,
0,Normal,2009.0266691031634,0.0,1.0,12000.0,12000,fault0_0099,fault0_0099.csv,val,
0,Normal,1876.6970889233153,0.0,1.0,12000.0,12000,fault0_0100,fault0_0100.csv,train,
0,Normal,1617.2795056110913,0.0,1.0,12000.0,12000,fault0_0101,fault0_0101.csv,test,
0,Normal,1857.4716922161783,0.0,1.0,12000.0,12000,fault0_0102,fault0_0102.csv,train,
0,Normal,1584.7946331476574,0.0,1.0,12000.0,12000,fault0_0103,fault0_0103.csv,train,
0,Normal,1532.733255276958,0.0,1.0,12000.0,12000,fault0_0104,fault0_0104.csv,train,
0,Normal,1826.3162462579567,0.0,1.0,12000.0,12000,fault0_0105,fault0_0105.csv,train,
0,Normal,1882.0590801314042,0.0,1.0,12000.0,12000,fault0_0106,fault0_0106.csv,train,
0,Normal,1914.5767795276693,0.0,1.0,12000.0,12000,fault0_0107,fault0_0107.csv,train,
0,Normal,1705.7158370060044,0.0,1.0,12000.0,12000,fault0_0108,fault0_0108.csv,val,
0,Normal,1880.801765485496,0.0,1.0,12000.0,12000,fault0_0109,fault0_0109.csv,val,
0,Normal,1885.1109618421856,0.0,1.0,12000.0,12000,fault0_0110,fault0_0110.csv,train,
0,Normal,1580.5843746271698,0.0,1.0,12000.0,12000,fault0_0111,fault0_0111.csv,train,
0,Normal,1673.2092785481316,0.0,1.0,12000.0,12000,fault0_0112,fault0_0112.csv,train,
0,Normal,2055.4256995663204,0.0,1.0,12000.0,12000,fault0_0113,fault0_0113.csv,train,
0,Normal,2011.7051397956411,0.0,1.0,12000.0,12000,fault0_0114,fault0_0114.csv,train,
0,Normal,1959.19810391249,0.0,1.0,12000.0,12000,fault0_0115,fault0_0115.csv,train,
0,Normal,1841.5280976982338,0.0,1.0,12000.0,12000,fault0_0116,fault0_0116.csv,train,
0,Normal,1635.4312134109439,0.0,1.0,12000.0,12000,fault0_0117,fault0_0117.csv,val,
0,Normal,1681.617075718062,0.0,1.0,12000.0,12000,fault0_0118,fault0_0118.csv,train,
0,Normal,1878.5550397898705,0.0,1.0,12000.0,12000,fault0_0119,fault0_0119.csv,train,
0,Normal,2037.8476355505736,0.0,1.0,12000.0,12000,fault0_0120,fault0_0120.csv,test,
0,Normal,2024.0267707190421,0.0,1.0,12000.0,12000,fault0_0121,fault0_0121.csv,train,
0,Normal,1538.3465729255884,0.0,1.0,12000.0,12000,fault0_0122,fault0_0122.csv,test,
0,Normal,1761.2194400913497,0.0,1.0,12000.0,12000,fault0_0123,fault0_0123.csv,test,
0,Normal,2050.3547876281964,0.0,1.0,12000.0,12000,fault0_0124,fault0_0124.csv,test,
0,Normal,1689.0024017175763,0.0,1.0,12000.0,12000,fault0_0125,fault0_0125.csv,train,
0,Normal,1989.6138026191027,0.0,1.0,12000.0,12000,fault0_0126,fault0_0126.csv,train,
0,Normal,1621.52608321049,0.0,1.0,12000.0,12000,fault0_0127,fault0_0127.csv,train,
0,Normal,2035.5235780468215,0.0,1.0,12000.0,12000,fault0_0128,fault0_0128.csv,train,
0,Normal,1837.833031848257,0.0,1.0,12000.0,12000,fault0_0129,fault0_0129.csv,train,
0,Normal,1862.1039024175514,0.0,1.0,12000.0,12000,fault0_0130,fault0_0130.csv,test,
0,Normal,1605.6453682277229,0.0,1.0,12000.0,12000,fault0_0131,fault0_0131.csv,train,
0,Normal,2003.781458841096,0.0,1.0,12000.0,12000,fault0_0132,fault0_0132.csv,val,
0,Normal,1906.3885001374447,0.0,1.0,12000.0,12000,fault0_0133,fault0_0133.csv,val,
0,Normal,1724.1252216586677,0.0,1.0,12000.0,12000,fault0_0134,fault0_0134.csv,train,
0,Normal,1967.0550239583974,0.0,1.0,12000.0,12000,fault0_0135,fault0_0135.csv,val,
0,Normal,1998.2190520332558,0.0,1.0,12000.0,12000,fault0_0136,fault0_0136.csv,test,
0,Normal,1806.1248953849063,0.0,1.0,12000.0,12000,fault0_0137,fault0_0137.csv,train,
0,Normal,1961.0793966420586,0.0,1.0,12000.0,12000,fault0_0138,fault0_0138.csv,train,
0,Normal,1909.0621137191595,0.0,1.0,12000.0,12000,fault0_0139,fault0_0139.csv,val,
0,Normal,2010.6028845814856,0.0,1.0,12000.0,12000,fault0_0140,fault0_0140.csv,train,
0,Normal,1732.8147944255695,0.0,1.0,12000.0,12000,fault0_0141,fault0_0141.csv,train,
0,Normal,1842.2712761379337,0.0,1.0,12000.0,12000,fault0_0142,fault0_0142.csv,train,
0,Normal,1781.4229297915283,0.0,1.0,12000.0,12000,fault0_0143,fault0_0143.csv,train,
